accession,secondary_accessions,name,synonyms,chemical_formula,iupac_name,cas_registry_number,smiles,inchi,inchikey,monisotopic_molecular_weight,average_molecular_weight,file_name,dim
HMDB0000906,['HMDB00906'],Trimethylamine,"['(CH3)3N', 'N(CH3)3', 'N,N,N-Trimethylamine', 'N,N-Dimethylmethanamine', 'NMe3', 'TMA', 'Tridimethylaminomethane', 'Trimethylamin', 'Dimethylmethaneamine', 'N,N-Dimethyl-methanamine', 'N-Trimethylamine', 'Trimethylamine anhydrous', 'Trimethylamine aqueous solution', 'HI OF trimethylamine', 'HCL OF Trimethylamine', 'HBR OF Trimethylamine']",C3H9N,trimethylamine,75-50-3,CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,GETQZCLCWQTVFV-UHFFFAOYSA-N,59.073499293,59.1103,HMDB0000906_nmroned_1598_31212.txt,nmroned
HMDB0000907,['HMDB00907'],Sulfolithocholic acid,"['Sulfolithocholate', 'Sulpholithocholate', 'Sulpholithocholic acid', '(4R)-4-[(1S,2S,5R,10R,11S,14R,15R)-2,15-Dimethyl-5-(sulfooxy)tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]pentanoate', '(4R)-4-[(1S,2S,5R,10R,11S,14R,15R)-2,15-Dimethyl-5-(sulphooxy)tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]pentanoate', '(4R)-4-[(1S,2S,5R,10R,11S,14R,15R)-2,15-Dimethyl-5-(sulphooxy)tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]pentanoic acid']",C24H40O6S,"(4R)-4-[(1S,2S,5R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid",34669-57-3,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@@H](CC[C@]12C)OS(O)(=O)=O,"InChI=1S/C24H40O6S/c1-15(4-9-22(25)26)19-7-8-20-18-6-5-16-14-17(30-31(27,28)29)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21H,4-14H2,1-3H3,(H,25,26)(H,27,28,29)/t15-,16?,17-,18+,19-,20+,21+,23+,24-/m1/s1",AXDXVEYHEODSPN-YPLGJCPNSA-N,456.254559702,456.636,HMDB0000907_nmroned_1599_31219.txt,nmroned
HMDB0000908,['HMDB00908'],5alpha-Cholestanol,"['(3beta,5alpha)-Cholestan-3-ol', 'Cholestanol', 'Dihydrocholesterol', 'Zymostanol', '(3b,5a)-Cholestan-3-ol', '(3Β,5α)-cholestan-3-ol', '5a-Cholestanol', '5Α-cholestanol', '5 alpha Cholestan 3 beta ol', '5 beta Cholestan 3 beta ol', '5 beta-Cholestan-3 beta-ol', 'beta Cholestanol', 'beta-Ol, 5 beta-cholestan-3', '5 alpha Cholestan 3 alpha ol', '5 alpha-Cholestan-3 beta-ol', 'Cholestan 3 ol', 'Cholestanol, (3alpha, 5beta)-isomer', 'Coprosterol', 'beta-Cholestanol', '5 beta-Cholestan-3 alpha-ol', 'Coprostanol', '5 alpha-Cholestan-3 alpha-ol', 'Cholestan-3-ol', 'beta-Cholestan-3 beta-ol, 5', '3b-Hydroxy-5a-cholestane', '3b-Hydroxycholestane', '5a-Cholestan-3b-ol', '5a-Dihydrocholesterol', 'Cholestan-3b-ol', 'Dihydrocholesterin', 'Epicholestanol', '5alpha-Cholestanol']",C27H48O,"(1S,2S,5S,7S,10R,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-5-ol",80-97-7,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,"InChI=1S/C27H48O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h18-25,28H,6-17H2,1-5H3/t19-,20+,21+,22+,23-,24+,25+,26+,27-/m1/s1",QYIXCDOBOSTCEI-QCYZZNICSA-N,388.370516158,388.6694,HMDB0000908_nmroned_1600_31229.txt,nmroned
HMDB0000913,['HMDB00913'],Vanillactic acid,"['Vanillactate', '3-(3-Methoxy-4-hydroxyphenyl)lactate', '3-(3-Methoxy-4-hydroxyphenyl)lactic acid', '3-(4-Hydroxy-3-methoxyphenyl)-lactate', '3-(4-Hydroxy-3-methoxyphenyl)-lactic acid', '3-(4-Hydroxy-3-methoxyphenyl)lactate', '3-(4-Hydroxy-3-methoxyphenyl)lactic acid', '3-Methoxy-4-hydroxyphenyllactate', '3-Methoxy-4-hydroxyphenyllactic acid', '4-Hydroxy-3-methoxyphenyllactic acid', 'b-(4-Hydroxy-3-methoxyphenyl)lactate', 'b-(4-Hydroxy-3-methoxyphenyl)lactic acid', 'beta-(4-Hydroxy-3-methoxyphenyl)lactate', 'beta-(4-Hydroxy-3-methoxyphenyl)lactic acid', 'Vanillyllactate', 'Vanillyllactic acid', 'VLA', 'Vanillylactic acid', '2-Hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoate', 'Vanillactic acid']",C10H12O5,2-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoic acid,2475-56-1,COC1=CC(CC(O)C(O)=O)=CC=C1O,"InChI=1S/C10H12O5/c1-15-9-5-6(2-3-7(9)11)4-8(12)10(13)14/h2-3,5,8,11-12H,4H2,1H3,(H,13,14)",SVYIZYRTOYHQRE-UHFFFAOYSA-N,212.068473494,212.1993,HMDB0000913_nmroned_1602_31245.txt,nmroned
HMDB0000921,['HMDB00921'],Cholestenone,"['4-Cholesten-3-one', 'Cholest-4-en-3-one', '(17b)-17-Octylandrost-4-en-3-one', '3-Oxocholest-4-ene', 'D4-Cholesten-3-one', 'D4-Cholestenone', '(+)-4-Cholesten-3-one', '(17beta)-17-Octylandrost-4-en-3-one', '(17Β)-17-octylandrost-4-en-3-one', '4-Cholestenone', 'Cholesterone', 'delta4-Cholesten-3-one', 'delta4-Cholestenone', 'Δ4-cholesten-3-one', 'Δ4-cholestenone']",C27H44O,"(1S,2R,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",601-57-0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h17-19,22-25H,6-16H2,1-5H3/t19-,22+,23-,24+,25+,26+,27-/m1/s1",NYOXRYYXRWJDKP-GYKMGIIDSA-N,384.33921603,384.6377,HMDB0000921_nmroned_1604_31253.txt,nmroned
HMDB0000925,['HMDB00925'],Trimethylamine N-oxide,"['(CH3)3NO', 'Me3n(+)O(-)', 'Me3n(O)', 'N(CH3)3O', 'TMAO', 'Trimethylamine oxide', 'Trimethylaminoxid', 'Trimethyloxamine', 'N,N-Dimethylmethanamine N-oxide', 'TMA-oxide', 'Trimethylamine-N-oxide', 'Triox', 'Trimethylammonium oxide']",C3H9NO,"N,N-dimethylmethanamine oxide",1184-78-7,C[N+](C)(C)[O-],"InChI=1S/C3H9NO/c1-4(2,3)5/h1-3H3",UYPYRKYUKCHHIB-UHFFFAOYSA-N,75.068413915,75.1097,HMDB0000925_nmroned_1605_31265.txt,nmroned
HMDB0000927,['HMDB00927'],Valerylglycine,"['N-N-Valerylglycine', 'N-Pentanoylglycine', 'N-Valeryl-glycine', '2-[(1-Hydroxypentylidene)amino]acetate']",C7H13NO3,2-pentanamidoacetic acid,24003-66-5,CCCCC(=O)NCC(O)=O,"InChI=1S/C7H13NO3/c1-2-3-4-6(9)8-5-7(10)11/h2-5H2,1H3,(H,8,9)(H,10,11)",NYZBWOSRZJKQAI-UHFFFAOYSA-N,159.089543287,159.183,HMDB0000927_nmroned_1607_31281.txt,nmroned
HMDB0000929,['HMDB00929'],L-Tryptophan,"['(2S)-2-Amino-3-(1H-indol-3-yl)propanoic acid', '(S)-alpha-Amino-1H-indole-3-propanoic acid', '(S)-alpha-Amino-beta-(3-indolyl)-propionic acid', '(S)-Tryptophan', 'L-(-)-Tryptophan', 'L-beta-3-Indolylalanine', 'Trp', 'Tryptophan', 'W', '(2S)-2-Amino-3-(1H-indol-3-yl)propanoate', '(S)-a-Amino-1H-indole-3-propanoate', '(S)-a-Amino-1H-indole-3-propanoic acid', '(S)-alpha-Amino-1H-indole-3-propanoate', '(S)-Α-amino-1H-indole-3-propanoate', '(S)-Α-amino-1H-indole-3-propanoic acid', '(S)-a-Amino-b-(3-indolyl)-propionate', '(S)-a-Amino-b-(3-indolyl)-propionic acid', '(S)-alpha-Amino-beta-(3-indolyl)-propionate', '(S)-Α-amino-β-(3-indolyl)-propionate', '(S)-Α-amino-β-(3-indolyl)-propionic acid', 'L-b-3-Indolylalanine', 'L-Β-3-indolylalanine', '(-)-Tryptophan', '(L)-Tryptophan', '(S)-1H-Indole-3-alanine', '(S)-2-Amino-3-(3-indolyl)propionic acid', '(S)-a-Amino-b-indolepropionate', '(S)-a-Amino-b-indolepropionic acid', '(S)-a-Aminoindole-3-propionate', '(S)-a-Aminoindole-3-propionic acid', '(S)-alpha-Amino-beta-indolepropionate', '(S)-alpha-Amino-beta-indolepropionic acid', '(S)-alpha-Aminoindole-3-propionate', '(S)-alpha-Aminoindole-3-propionic acid', '1-beta-3-Indolylalanine', '1beta-3-Indolylalanine', '1H-Indole-3-alanine', '2-Amino-3-indolylpropanoate', '2-Amino-3-indolylpropanoic acid', '3-(1H-indol-3-yl)-L-Alanine', '3-indol-3-Ylalanine', ""Alpha'-amino-3-indolepropionic acid"", 'alpha-Aminoindole-3-propionic acid', 'Ardeytropin', 'H-TRP-OH', 'Indole-3-alanine', 'Kalma', 'L-alpha-Amino-3-indolepropionic acid', 'L-alpha-Aminoindole-3-propionic acid', 'L-Tryptofan', 'L-Tryptophane', 'Lopac-T-0254', 'Lyphan', 'Optimax', 'Pacitron', 'Sedanoct', 'Triptofano', 'Trofan', 'Tryptacin', 'Tryptan', 'Tryptophane', 'Tryptophanum', 'Ardeydorm', 'L Tryptophan', 'L-Tryptophan-ratiopharm', 'Merck brand OF tryptophan', 'Niddapharm brand OF tryptophan', 'ICN brand OF tryptophan', 'Levotryptophan', 'PMS Tryptophan', 'PMS-Tryptophan', 'Ratiopharm brand OF tryptophan', 'Esparma brand OF tryptophan', 'Ratio-tryptophan', 'L Tryptophan ratiopharm', 'Naturruhe', 'Tryptophan metabolism alterations', 'Ardeypharm brand OF tryptophan', 'Kalma brand OF tryptophan', 'Pharmascience brand OF tryptophan', 'Upsher-smith brand OF tryptophan', 'Ratio tryptophan']",C11H12N2O2,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,73-22-3,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",QIVBCDIJIAJPQS-VIFPVBQESA-N,204.089877638,204.2252,HMDB0000929_nmroned_1608_31286.txt,nmroned
HMDB0000930,['HMDB00930'],trans-Cinnamic acid,"['(2E)-3-Phenyl-2-propenoic acid', '(2E)-3-Phenylacrylic acid', '(e)-3-Phenyl-2-propenoic acid', '(e)-Cinnamate', '(e)-Cinnamic acid', 'Benzeneacrylic acid', 'PHENYLETHYLENECARBOXYLIC ACID', 'trans-3-Phenylacrylic acid', 'trans-beta-Carboxystyrene', 'trans-Cinnamate', 'trans-Zimtsaeure', '(2E)-3-Phenyl-2-propenoate', '(2E)-3-Phenylacrylate', '(e)-3-Phenyl-2-propenoate', 'Benzeneacrylate', 'PHENYLETHYLENECARBOXYLate', 'trans-3-Phenylacrylate', 'trans-b-Carboxystyrene', 'trans-Β-carboxystyrene', '(2E)-2-Phenyl-2-propenoate', '(2E)-2-Phenyl-2-propenoic acid', '(e)-3-Phenylacrylate', '(e)-3-Phenylacrylic acid', '(e)-3-Phenylprop-2-enoate', '(e)-3-Phenylprop-2-enoic acid', 'trans-3-Phenyl-2-propenoate', 'trans-3-Phenyl-2-propenoic acid', 'Cinnamic acid, 14C-labeled CPD', 'Cinnamic acid, 2-(14)C-labeled CPD', 'Cinnamic acid, 3-(14)C-labeled CPD', 'Cinnamic acid, (Z)-isomer', 'Cinnamic acid, 2-(13)C-labeled CPD', 'Cinnamic acid, 3H-labeled CPD (e)-isomer', 'Cinnamic acid, 3H-labeled CPD (Z)-isomer', 'Cinnamic acid, ion(1-)-(e)-isomer', 'Cinnamic acid, sodium salt', 'Cinnamic acid, sodium salt(e)-isomer', 'Cinnamic acid, sodium salt(Z)-isomer', 'Cinnamic acid, (trans)-(e)-isomer', 'Cinnamic acid, 14C-labeled CPD (e)-isomer', 'Cinnamic acid, ion(1-)', 'Cinnamic acid, nickel (+2) salt', 'Cinnamic acid, potassium salt', 'Cinnamic acid, zinc salt(e)-isomer', 'Cinnamic acid, 13C-labeled CPD', 'Cinnamic acid', '(2E)-3-Phenylprop-2-enoic acid', '(2E)-Cinnamic acid', '3-Phenyl-(e)-2-propenoic acid', '3-Phenyl-2-propenoic acid', '3-Phenylacrylic acid', 'Phenylacrylic acid', 'beta-Phenylacrylic acid', 'Β-phenylacrylic acid', 'trans-Cinnamic acid']",C9H8O2,(2E)-3-phenylprop-2-enoic acid,140-10-3,OC(=O)\C=C\C1=CC=CC=C1,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+",WBYWAXJHAXSJNI-VOTSOKGWSA-N,148.0524295,148.1586,HMDB0000930_nmroned_1609_31295.txt,nmroned
HMDB0000933,['HMDB00933'],Traumatic acid,"['(2E)-Dodecenedioic acid', '2E-Dodecenedioic acid', 'Dodec-2-enedioic acid', 'trans-2-Dodecenedioic acid', '(2E)-Dodecenedioate', '2E-Dodecenedioate', 'Dodec-2-enedioate', 'trans-2-Dodecenedioate', 'Traumatate', '(Z)-2-Dodecenedioate', '(Z)-2-Dodecenedioic acid', '1-Decene-1,10-dicarboxylic acid', '2-Dodecendioate', '2-Dodecendioic acid', '2-Dodecenedioate', '2-Dodecenedioic acid', 'Dodec-2C-enedioate', 'Dodec-2C-enedioic acid', 'Dodec-2t-enedioate', 'Dodec-2t-enedioic acid', 'Dodecanedioate', 'Dodecanedioic acid', 'Dodecanedioic acid-2-ene', 'trans-Traumatate', 'trans-Traumatic acid', '2-Dodecene-1,12-dicarboxylic acid']",C12H20O4,(2E)-dodec-2-enedioic acid,6402-36-4,OC(=O)CCCCCCCC\C=C\C(O)=O,"InChI=1S/C12H20O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h7,9H,1-6,8,10H2,(H,13,14)(H,15,16)/b9-7+",MAZWDMBCPDUFDJ-VQHVLOKHSA-N,228.136159128,228.2848,HMDB0000933_nmroned_1610_31303.txt,nmroned
HMDB0000937,['HMDB00937'],Stigmasterol,"['(3beta,22E)-Stigmasta-5,22-dien-3-ol', '5,22-Cholestadien-24-ethyl-3beta-ol', 'beta-Stigmasterol', 'Phytosterol', 'Poriferasterol', 'Stigmasta-5,22-dien-3beta-ol', '(3b,22E)-Stigmasta-5,22-dien-3-ol', '(3β,22E)-Stigmasta-5,22-dien-3-ol', '5,22-Cholestadien-24-ethyl-3b-ol', '5,22-Cholestadien-24-ethyl-3β-ol', 'b-Stigmasterol', 'β-Stigmasterol', 'Stigmasta-5,22-dien-3b-ol', 'Stigmasta-5,22-dien-3β-ol', '(24S)-5,22-Stigmastadien-3b-ol', '17-(4-Ethyl-1,5-dimethyl-hex-2-enyl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol', 'Stigmasta-5,22-dien-3-b-ol', 'Stigmasta-5,22-dien-3-beta-ol', 'Stigmasterin', '(24S)-24-Ethylcholesta-5,22-dien-3beta-ol', '(24S)-24-Ethylcholesta-5,22-dien-3β-ol', '(24S)-5,22-Stigmastadien-3beta-ol', '(24S)-5,22-Stigmastadien-3β-ol', '(24S)-Stigmast-5,22-dien-3beta-ol', '(24S)-Stigmast-5,22-dien-3β-ol', '24-Ethyl-5,22-cholestadien-3beta-ol', '24-Ethyl-5,22-cholestadien-3β-ol', '24beta-Ethyl-5,22-cholestadien-3beta-ol', '24β-Ethyl-5,22-cholestadien-3β-ol', 'Stigmasta-5,22(E)-dien-3beta-ol', 'Stigmasta-5,22(E)-dien-3β-ol', 'Stigmasterol', 'delta5,22-Stigmastadien-3beta-ol', 'delta5-Stigmasterol', 'Δ5,22-Stigmastadien-3β-ol', 'Δ5-Stigmasterol']",C29H48O,"(1S,2R,5S,10S,11S,14R,15R)-14-[(2R,3E,5S)-5-ethyl-6-methylhept-3-en-2-yl]-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",83-48-7,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@@H](CC)C(C)C,"InChI=1S/C29H48O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h8-10,19-21,23-27,30H,7,11-18H2,1-6H3/b9-8+/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",HCXVJBMSMIARIN-PHZDYDNGSA-N,412.370516166,412.702,HMDB0000937_nmroned_1612_31320.txt,nmroned
HMDB0000939,['HMDB00939'],S-Adenosylhomocysteine,"['(2S)-2-Amino-4-({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}sulfanyl)butanoic acid', '2-S-Adenosyl-L-homocysteine', 'Adenosyl-L-homocysteine', 'Adenosylhomocysteine', 'AdoHcy', ""S-(5'-Adenosyl)-L-homocysteine"", 'S-[1-(Adenin-9-yl)-1,5-dideoxy-beta-D-ribofuranos-5-yl]-L-homocysteine', 'SAH', '(2S)-2-Amino-4-({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}sulfanyl)butanoate', '(2S)-2-Amino-4-({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}sulphanyl)butanoate', '(2S)-2-Amino-4-({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}sulphanyl)butanoic acid', 'S-[1-(Adenin-9-yl)-1,5-dideoxy-b-D-ribofuranos-5-yl]-L-homocysteine', 'S-[1-(Adenin-9-yl)-1,5-dideoxy-β-D-ribofuranos-5-yl]-L-homocysteine', ""(S)-5'-(S)-(3-Amino-3-carboxypropyl)-5'-thioadenosine"", ""5'-Deoxy-S-adenosyl-L-homocysteine"", ""5'-S-(3-Amino-3-carboxypropyl)-5'-thio-L-adenosine"", 'Adenosyl-homo-cys', 'Adenosylhomo-cys', 'Formycinylhomocysteine', ""L-5'-S-(3-Amino-3-carboxypropyl)-5'-thior-adenosine"", 'L-S-Adenosyl-homocysteine', 'L-S-Adenosylhomocysteine', ""S-(5'-Deoxyadenosin-5'-yl)-L-homocysteine"", ""S-(5'-Deoxyadenosine-5')-L-homocysteine"", 'S-Adenosyl-homocysteine', 'S-Adenosyl-L-homocysteine', 'Adenosylhomocysteine, S', 'S Adenosylhomocysteine']",C14H20N6O5S,"(2S)-2-amino-4-({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl}sulfanyl)butanoic acid",979-92-0,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O,"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1",ZJUKTBDSGOFHSH-WFMPWKQPSA-N,384.12158847,384.411,HMDB0000939_nmroned_1613_31333.txt,nmroned
HMDB0000943,"['HMDB0062620', 'HMDB00943', 'HMDB62620']",Threonic acid,"['L-Threonate', '(2R,3S)-2,3,4-Trihydroxybutanoic acid', 'L-Threonic acid', '(2R,3S)-2,3,4-Trihydroxybutanoate', 'Threonate', 'Threonic acid, (R-(r*,s*))-isomer', '2,3,4-Trihydroxy-(threo)-butanoic acid', 'Threonic acid, (r*,r*)-isomer', '2,3,4-Trihydroxybutanoic acid', '2,3,4-Trihydroxybutyric acid', 'Threonic acid']",C4H8O5,"(2R,3S)-2,3,4-trihydroxybutanoic acid",7306-96-9,OC[C@H](O)[C@@H](O)C(O)=O,"InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/t2-,3+/m0/s1",JPIJQSOTBSSVTP-STHAYSLISA-N,136.037173366,136.1033,HMDB0000943_nmroned_5243_2734347.txt,nmroned
HMDB0000944,['HMDB00944'],Behenic acid,"['1-Docosanoic acid', 'Behensaeure', 'CH3-[CH2]20-COOH', 'Docosanic acid', 'Docosanoate', 'Docosansaeure', 'Docosoic acid', 'Dokosansaeure', 'N-Docosanoic acid', '1-Docosanoate', 'Docosanate', 'Docosanoic acid', 'Docosoate', 'N-Docosanoate', 'Behenate', 'FA(22:0)', 'Behenic acid']",C22H44O2,docosanoic acid,112-85-6,CCCCCCCCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)",UKMSUNONTOPOIO-UHFFFAOYSA-N,340.334130652,340.5836,HMDB0000944_nmroned_1615_31345.txt,nmroned
HMDB0000946,"['HMDB0015525', 'HMDB00946', 'HMDB15525']",Ursodeoxycholic acid,"['(3alpha,5beta,7beta)-3,7-Dihydroxycholan-24-Oic acid', '3alpha,7beta-Dihydroxy-5beta-cholan-24-Oic acid', 'Actigall', 'Ursodeoxycholate', 'Ursodiol', 'Urso', '(3a,5b,7b)-3,7-Dihydroxycholan-24-Oate', '(3a,5b,7b)-3,7-Dihydroxycholan-24-Oic acid', '(3alpha,5beta,7beta)-3,7-Dihydroxycholan-24-Oate', '(3Α,5β,7β)-3,7-dihydroxycholan-24-Oate', '(3Α,5β,7β)-3,7-dihydroxycholan-24-Oic acid', '3a,7b-Dihydroxy-5b-cholan-24-Oate', '3a,7b-Dihydroxy-5b-cholan-24-Oic acid', '3alpha,7beta-Dihydroxy-5beta-cholan-24-Oate', '3Α,7β-dihydroxy-5β-cholan-24-Oate', '3Α,7β-dihydroxy-5β-cholan-24-Oic acid', '3 alpha,7 beta-Dihydroxy-5 beta-cholan-24-Oic acid', 'Acid, deoxyursocholic', 'Acid, ursacholic', 'Acid, ursodeoxycholic', 'Cholit-ursan', 'Cholofalk', 'Delursan', 'Deoxyursocholic acid', 'Ursochol', 'Ursogal', 'Ursolite', 'Ursolvan', 'Urso heumann', 'Ursobilane', 'Ursofalk', 'Destolit', 'Sodium ursodeoxycholate', 'Ursacholic acid', 'Ursodeoxycholate, sodium', '3 alpha,7 beta Dihydroxy 5 beta cholan 24 Oic acid', 'Urdox', '(3a,5b,7b)-3,7-Dihydroxy-cholan-24-Oate', '(3a,5b,7b)-3,7-Dihydroxy-cholan-24-Oic acid', '3,7-Dihydroxycholan-24-Oic acid', '3-alpha,7-beta-Dihydroxy-5-beta-cholanoic acid', '3-alpha,7-beta-Dihydroxycholanic acid', '3-alpha,7-beta-Dioxycholanic acid', 'Antigall', 'Urosdesoxycholate', 'Urosdesoxycholic acid', 'Ursodeoxycholicacid', 'Ursodexycholate', 'Ursodexycholic acid', 'Aventis brand OF ursodeoxycholic acid', 'Axcan brand OF ursodeoxycholic acid', 'Falk brand OF ursodeoxycholic acid', 'Farmasa brand OF ursodeoxycholic acid', 'Galen brand OF ursodeoxycholic acid', 'Orphan brand OF ursodeoxycholic acid', 'Antigen brand OF ursodeoxycholic acid', 'CP Brand OF ursodeoxycholic acid', 'Heumann brand OF ursodeoxycholic acid', 'Niddapharm brand OF ursodeoxycholic acid', 'Norgine brand OF ursodeoxycholic acid', 'Sanofi synthelabo brand OF ursodeoxycholic acid', 'Estedi brand OF ursodeoxycholic acid', 'Provalis brand OF ursodeoxycholic acid', 'Tramedico brand OF ursodeoxycholic acid', 'Vita brand OF ursodeoxycholic acid', 'Zambon brand OF ursodeoxycholic acid']",C24H40O4,,128-13-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20+,22+,23+,24-/m1/s1",RUDATBOHQWOJDD-UZVSRGJWSA-N,392.292659768,392.572,HMDB0000946_nmroned_5174_2733740.txt,nmroned
HMDB0000953,['HMDB00953'],Suberylglycine,"['Suberylglycin', '7-[(Carboxymethyl)-C-hydroxycarbonimidoyl]heptanoate', 'Suberylglycine']",C10H17NO5,7-[(carboxymethyl)carbamoyl]heptanoic acid,60317-54-6,OC(=O)CCCCCCC(=O)NCC(O)=O,"InChI=1S/C10H17NO5/c12-8(11-7-10(15)16)5-3-1-2-4-6-9(13)14/h1-7H2,(H,11,12)(H,13,14)(H,15,16)",HXATVKDSYDWTCX-UHFFFAOYSA-N,231.110672659,231.2457,HMDB0000953_nmroned_1618_31366.txt,nmroned
